id,user,title,content,photo1,photo2,photo3,created_at,updated_at
kkotani,衆議院総裁選挙,"10月31日投開票。
自民党はどこまで議席を確保できるか。
野党は統一候補で善戦できるか。",衆議院解散.jpg,,,2021-10-15 22:56:18.512021+00:00,2021-10-20 05:05:02.129833+00:00
kkotani,大谷翔平はMVP,MVP,大谷１.jpg,大谷.jpg,大谷3.jpg,2021-10-18 02:01:22.032715+00:00,2021-10-20 05:11:05.666009+00:00
kkotani,10/21の投資,"午前中は210万円まで行ったが、午後バタバタして失敗。
下がりの時にどしても失敗。",,,,2021-10-21 07:16:01.966228+00:00,2021-10-21 07:16:01.982379+00:00
kkotani,渡り鳥,カモが沢山川にいました。,カモ_7di0B0O.webp,img_0.jpeg,,2021-10-19 12:03:38.526439+00:00,2021-10-21 07:16:14.311219+00:00
admin,総裁選挙,10/31,衆議院解散_t9lBmVr.jpg,,,2021-10-18 02:01:43.464072+00:00,2021-10-23 06:21:10.234481+00:00
